id,type,breed,age,gender,size,description,name
65514849,Dog,Siberian Husky,Adult,Male,Medium,,BUDDY BLUE
65514847,Dog,Pit Bull Terrier,Adult,Female,Medium,,MOKI
65514834,Dog,German Shepherd Dog,Senior,Female,Medium,,A067662
65514825,Dog,Chihuahua,Adult,Female,Medium,,A509789
65514821,Dog,Pit Bull Terrier,Baby,Male,Small,,ARLO-CHILAQUIL
65514820,Dog,Mixed Breed,Young,Male,Large,,CHEVY
65514815,Dog,Shar-Pei,Adult,Male,Large,,GUNTHER
65514812,Dog,Pit Bull Terrier,Adult,Female,Large,Bianca&amp;#39;s previous owner sadly passed away. She is understandably confused as to why she is in a strange place and...,BIANCA
65514814,Dog,Pit Bull Terrier,Adult,Female,Medium,"A sweet easy energy girl who enjoys affection. 
To meet me, visit the Bradshaw Animal Shelter Tuesday-Sunday, Noon - 5:00...",SIENNA
65514809,Dog,Mixed Breed,Young,Male,Large,,ISAIAH
65514803,Dog,American Staffordshire Terrier,Young,Male,Medium,,HARLEY
65514805,Dog,American Staffordshire Terrier,Adult,Female,Small,,PEACH
65514804,Dog,American Staffordshire Terrier,Adult,Female,Medium,,GEMMA
65514802,Dog,German Shepherd Dog,Young,Female,Medium,Visit Izzy&amp;#39;s webpage for more info and photos and to apply to adopt!,IZZY
65514796,Dog,Pit Bull Terrier,Adult,Male,Large,,RUBIN
65514798,Dog,Pit Bull Terrier,Adult,Male,Large,,BUSTER
65514801,Dog,Pit Bull Terrier,Young,Female,Large,,AUTUMN
65514795,Dog,Australian Cattle Dog / Blue Heeler,Young,Male,Large,,MILO
65514799,Dog,Rottweiler,Adult,Male,Large,,THEO
65514800,Dog,Glen of Imaal Terrier,Adult,Male,Large,,BATMAN
65514789,Dog,Boxer,Adult,Male,Large,,RAGNAR
65514775,Dog,Labrador Retriever,Young,Male,Large,,BRUTUS/TRIP
65514774,Dog,Rottweiler,Young,Male,Medium,,DOODLE BUG*
65514773,Dog,Pit Bull Terrier,Young,Male,Small,,DASH*
65514746,Dog,Akita,Young,Male,Medium,"** I have a lot of energy! I need ample daily exercise, toys, mental stimulation, and I may be too...",THOR
65514739,Dog,Mixed Breed,Baby,Male,Medium,,Ronaldo 
65514736,Dog,Pit Bull Terrier,Adult,Male,Medium,"Dusty ACCT-A-83198

Intake Type: Stray - APO Pickup
Sex: Male
Altered: No
Age: ~8M

Video: Dusty in play run https://youtu.be/ubGT4annX94...",Dusty
65514734,Dog,Labrador Retriever,Baby,Male,Small,,TUSC-Stray-tu91_2
65514735,Dog,Australian Cattle Dog / Blue Heeler,Adult,Female,Medium,,TUSC-Stray-tu626
65514732,Dog,Yellow Labrador Retriever,Baby,Male,Medium,,TUSC-Stray-tu91
65514731,Dog,Terrier,Adult,Female,Medium,,TUSC-Stray-tu625
65514733,Dog,Terrier,Young,Male,Medium,,TUSC-Stray-tu627
65514720,Dog,Mixed Breed,Adult,Male,Medium,,Ice Man
65514719,Dog,German Shepherd Dog,Adult,Male,Medium,"How this pet arrived: This pet was brought in by their previous owner on July 16, 2023.Why this pet is...",Bentley
65514718,Dog,Mixed Breed,Adult,Male,Large,,Mel
65514713,Dog,Miniature Schnauzer,Senior,Male,Small,"Bentley is a 14-year-old Schnauzer who needs a home. After his guardian passed away a year ago, Bentley was left...",Bentley
65514711,Dog,Shepherd,Baby,Male,Large,"Latte was found as a stray but his owners didn&#039;t claim him at the pound. He is a goofy, friendly...",Latte
65514707,Dog,Shepherd,Young,Male,Medium,"Playful and fun-loving, the puppy antics will provide endless entertainment and brighten even the gloomiest of days. This puppy approaches...",Billy
65514705,Dog,Border Collie,Baby,Female,Medium,***Please read profile in its entirety. If the profile is visible we are still accepting applications at the link in...,Zinnia
65514704,Dog,Pit Bull Terrier,Baby,Female,Large,,53785185
65514702,Dog,Boxer,Adult,Female,Medium,,Snow White
65514697,Dog,Labrador Retriever,Young,Female,Medium,A regal beauty top to bottom. Nova is the sweetest girl. She loves people! She also enjoys dogs her size....,Nova - Blonde Beauty
65514694,Dog,Terrier,Young,Male,Medium,"If interested please email ladapawsrescue@gmail.com.

NO PHONE CALLS-they will tell you to email.

or fill out an application at the...",Riley
65514695,Dog,Terrier,Young,Male,Medium,"If interested please email ladapawsrescue@gmail.com.

NO PHONE CALLS-they will tell you to email.

or fill out an application at the...",Ruben
65514677,Dog,Mixed Breed,Adult,Male,Large,,Gio
65514674,Dog,Shih Tzu,Adult,Female,Small,"If you are interested in adopting or fostering this dog. Please visit our website -

www.cockeradoptions.org

There, you will find...",Kiki
65514676,Dog,Cocker Spaniel,Adult,Female,Medium,"If you are interested in adopting or fostering this dog. Please visit our website -

www.cockeradoptions.org

There, you will find...",Misty
65514675,Dog,Shih Tzu,Adult,Female,Small,"If you are interested in adopting or fostering this dog. Please visit our website -

www.cockeradoptions.org

There, you will find...",Abby
65514670,Dog,Labrador Retriever,Baby,Female,Medium,"Adorable super sweet Belle! She’s super affectionate and social! She loves kids, cats and dogs! She’s very friendly with everyone...",Belle
65514667,Dog,Australian Shepherd,Baby,Male,Medium,Don and his siblings will be at a Bad Weather Brewing Meet and Greet (no onsite adoptions) Sunday July 23...,Don
65514655,Dog,Golden Retriever,Young,Female,Medium,"Meet Lina, a perfect little love muffin in her own right! Pulled from Duplin County Animal Control on her last...",Lina
65514594,Dog,Husky,Adult,Female,Medium,"Hi, I&#039;m Elsa!!  I&#039;m a sweet 2-year-old Husky ready for a new life with you!  I was found wandering down...",Elsa
65514626,Dog,Mixed Breed,Adult,Female,Medium,"Aria is a wriggly and playful bundle of love! She is affectionate and happy to snuggle up for pets, but...",Aria
65514614,Dog,Australian Shepherd,Senior,Male,Medium,Pete is located in a foster home in southeast Arizona. n He is between Benson and Willcox south of Interstate...,Pete
65514603,Dog,German Shepherd Dog,Baby,Female,Large,"Meet Poppy! What a princess she is ! She loves everyone! SHe loves kids, cats and dogs ! Poppy would...",Poppy
65514601,Dog,Black Labrador Retriever,Adult,Male,Extra Large,Meet Midnight! This 2 year old male is 107 pounds of sweet and friendly labrador retriever mix! Midnight gets along...,Midnight
65514597,Dog,French Bulldog,Young,Male,Small,"Super sweet French bulldog/terrier mix 7/8 months old
Sweet, friendly, house trained and playful",Butterscotch 
65514590,Dog,Australian Cattle Dog / Blue Heeler,Baby,Male,Medium,"Hi there, my name is Pandie! I am a handsome young man with a sweet demeanor. I am social, affectionate,...",Pandie
65514354,Dog,Terrier,Adult,Female,Medium,ELLA WOULD REALLY LOVE TO BE IN A FOSTER HOME WHILE SHE IS WAITING TO BE ADOPTED. APPLICATIONS TO FOSTER...,ELLA- NEEDS A FOSTER/FOREVER HOME!!!
65514583,Dog,Labrador Retriever,Baby,Male,Large,,Cooper
65514579,Dog,Mixed Breed,Adult,Female,Medium,Do you want to adopt a young friendly girl? I may just be who you&amp;#39;ve been looking for. I will...,Carrie
65514574,Dog,Great Dane,Baby,Female,Medium,,Eagle
65514573,Dog,Shepherd,Young,Male,Medium,Hello! I am the young Stitch. I am energetic and happy boy who loves playing with other dogs! I would...,Stitch
65514566,Dog,Mixed Breed,Adult,Female,Medium,"Delphine came to us from another shelter, so we don&amp;#39;t know a lot about her past. She was a favorite...",Delphine
65514565,Dog,Mixed Breed,Adult,Male,Large,"Hi, I&amp;#39;m Clifford, the big red dog! Okay, I&amp;#39;m not THAT big, but my heart sure is. I can be...",Clifford
65514561,Dog,Belgian Shepherd / Malinois,Baby,Male,Large,Mojo was surrendered to our center because his person said they had no time for him with their work schedule....,Mojo
65514559,Dog,Chihuahua,Baby,Female,Small,"Puppy adoptions are $300. When you adopt a puppy from Rescue Ranch, she/he will have been raised in a home...",Bubbles
65514558,Dog,Chihuahua,Baby,Female,Small,"Puppy adoptions are $300. When you adopt a puppy from Rescue Ranch, she/he will have been raised in a home...",Buttercup
65514555,Dog,Mixed Breed,Adult,Female,Small,"Hi! My name is Fanta! I was rescued from Clewiston, FL, and brought to the Big Dog Ranch Rescue to...",Fanta
65514553,Dog,Mountain Cur,Adult,Female,Medium,"Penny is an adorable, quirky little girl, about 18 months old, originally found in the middle of an esplanade on...",Penny
65514554,Dog,Brittany Spaniel,Senior,Male,Medium,"Introducing Logan, the Golden-Hearted Velcro Dog!

Hey there, potential adopter! Allow me to introduce you to the one and only...",MO/Logan (TX)
65514550,Dog,Boxer,Young,Male,Medium,You can fill out an adoption application online on our official website.7.8.23 I&amp;#39;m fresh off the mill farm and ready...,Lincoln
65514549,Dog,Boxer,Senior,Female,Medium,"You can fill out an adoption application online on our official website.NEW 7.15.23

I&amp;#39;m a beautiful girl with a personality...",Layla
65514548,Dog,Boxer,Adult,Female,Medium,"You can fill out an adoption application online on our official website.7.8.23
I&amp;#39;m fresh off the mill farm and ready...",Koko
65514547,Dog,Boxer,Baby,Male,Medium,"You can fill out an adoption application online on our official website.*NEW 7.2.23

I&amp;#39;m a breeder release. I have a...",Forrest
65514551,Dog,Boxer,Adult,Female,Medium,"You can fill out an adoption application online on our official website.7.8.23
I&amp;#39;m fresh off the mill farm and ready...",Ginger
65514552,Dog,Boxer,Young,Male,Medium,"You can fill out an adoption application online on our official website.7.8.23

I&amp;#39;m fresh off the mill farm and ready...",Bruno
65514545,Dog,Terrier,Senior,Male,Medium,,Sugar
65514540,Dog,Mixed Breed,Adult,Female,Medium,"Meet Hope, a lovable and resilient female dog who will steal your heart in no time! This sweet girl spends...",Hope
65514533,Dog,Australian Cattle Dog / Blue Heeler,Adult,Male,Medium,This sweet boy was surrendered by a breeder who no longer wanted him. He is heartworm positive but will start...,Spice
65514529,Dog,Great Dane,Young,Female,Large,Meet Faith a one year old great dane/pitty mix she was found living alone in an abandoned house and with...,Faith
65514523,Dog,Boxer,Adult,Male,Large,If you are interested in one of the animals located at the Marion County Animal Shelter we are open to...,H371
65514524,Dog,Terrier,Young,Male,Large,If you are interested in one of the animals located at the Marion County Animal Shelter we are open to...,H372
65514521,Dog,Labrador Retriever,Baby,Female,Medium,"For more information, Please contact:
Person County Animal Services
336.597.1741 ext. 2",Lizzie
65514512,Dog,Hound,Baby,Female,Large,"Lucy came to her temporary home, with her brother Ricky when her soft-hearted foster family saw she was to be...",Lucy
65514511,Dog,Labrador Retriever,Young,Male,Large,"Pawpaw (Male)
Age: 10 Months old
Breed: Labrador Retriever mix
Neutered
Microchipped
Adoption Fee: $50
Location: Medical Center, 4375 N...",Pawpaw
65514506,Dog,Pit Bull Terrier,Adult,Female,Large,"Meet Rosalie!

Rosalie is available as part of our Foster-To-Adopt* program.

Rosalie is roughly a year old female who looks...",Rosalie
65514494,Dog,Australian Shepherd,Baby,Female,Medium,"Meet Teriyaki
Female 
DOB: 05/13/2023
Adoption Fee: $325.00
Adoptable: 7/28/23

Meet the Wing Litter in honor of the day they...",Teriyaki
65514495,Dog,Australian Shepherd,Baby,Female,Medium,"Meet Honey Garlic
Female Aussie Bull
DOB: 05/13/2023
Adoption Fee: $325.00
Adoptable: 7/28/23

Meet the Wing Litter in honor of...",Honey Garlic
65514496,Dog,Australian Shepherd,Baby,Male,Medium,"Meet Lemon Pepper
Male 
DOB: 05/13/2023
Adoption Fee: $325.00
Adoptable: 7/28/23

Meet the Wing Litter in honor of the day...",Lemon Pepper
65514497,Dog,Australian Shepherd,Baby,Male,Medium,"Meet Buffalo
Male Bull Aussie Shepherd Mix
DOB: 05/13/2023
Adoption Fee: $325.00
Adoptable: 7/28/2023

Meet the Wing Litter in honor...",Buffalo
65514493,Dog,Australian Cattle Dog / Blue Heeler,Young,Female,Medium,"Animal Shelter of Sullivan County
423-279-2741
animal.shelter@sullivancountytn.gov
380 Massengill Rd, Blountville, TN, 37617",Pint
65514492,Dog,Collie,Young,Male,Medium,"Animal Shelter of Sullivan County
423-279-2741
animal.shelter@sullivancountytn.gov
380 Massengill Rd, Blountville, TN, 37617",Cleveland
65514489,Dog,Husky,Young,Female,Medium,Fancy is a 1 year old beautiful South American Husky (Chipped in Puerto Rico) and is as red as Reba!!...,Fancy
65514488,Dog,Hound,Young,Female,Medium,This friend has just arrived to us on transport from a high-intake shelter partner! When our friends are new to...,Britney
65514481,Dog,Basset Hound,Adult,Female,Medium,"Poppy is one of those happy, outgoing senior girls that ended up at a kill shelter through no fault of...",Poppy B
65514469,Dog,Terrier,Young,Female,Large,"I was adopted by a family that loved me, but I am too much for them. Please consider giving me...",~Courtesy~LuLu
65514467,Dog,Border Collie,Baby,Female,Medium,***Please read profile in its entirety. If the profile is visible we are still accepting applications at the link in...,Lilac
65514466,Dog,Border Collie,Adult,Female,Medium,"Riley is a loyal, loving adventure buddy who bonds strongly to her person. This four-year-old Border Collie is spayed, up-to-date...",** Courtesy Listing for Riley * Contact Sam samluedloff@gmail.com
65514460,Dog,Pit Bull Terrier,Young,Female,Medium,Say Hello to Daisy! She is a loving and energetic pit mix and is approximately 1.5 years old and 45...,Daisy
65514456,Dog,German Shepherd Dog,Young,Male,Medium,"This is Kodiak! He’s a roughly 10 month old Shepherd-Doberman mix, currently 42 lbs, &amp; has a black/brown coloring.

He’s...",Kodiak
65514455,Dog,Pit Bull Terrier,Adult,Female,Medium,"Hi, Cola here! I am a special gal, looking for an even more special home! I am sweet and cuddly,...",Cola
65514454,Dog,Siberian Husky,Adult,Male,Medium,Meet Ranger! He&#039;s one of those special huskies that is uber sweet with a calm demeanor/lower energy. He&#039;s perfect for...,Ranger
65514452,Dog,Spaniel,Adult,Female,Large,"Meet Lilly!

Lilly is available as part of our Foster-To-Adopt* program.

Lilly is approximately a 5 years old female, brindle...",Lilly
65514449,Dog,Poodle,Young,Male,Small,Ollie is around 1 yr &amp; 9 lbs. He likes to be the center of attention and will let you...,Ollie
65514447,Dog,Chihuahua,Baby,Male,Medium,Dylan and his siblings will be at a Bad Weather Brewing Meet and Greet (no onsite adoptions) Sunday July 23...,Dylan
65514439,Dog,Labrador Retriever,Young,Male,Large,,Bodhi
65514442,Dog,Labrador Retriever,Baby,Male,Medium,,Sirius
65514440,Dog,Australian Cattle Dog / Blue Heeler,Young,Female,Medium,,Diana
65514443,Dog,Labrador Retriever,Baby,Female,Medium,,Capella
65514435,Dog,Newfoundland Dog,Baby,Female,Medium,,Ami
65514436,Dog,Australian Cattle Dog / Blue Heeler,Young,Female,Medium,"Very energetic, loves water, very affectionate.",Darlene
65514441,Dog,Australian Cattle Dog / Blue Heeler,Young,Female,Medium,"White and Black--many speckles, thin build",Delilah
65514437,Dog,Labrador Retriever,Baby,Male,Medium,,Antares
65514434,Dog,Labrador Retriever,Baby,Male,Medium,,Rigel
65514444,Dog,Labrador Retriever,Baby,Male,Medium,,Castor
65514373,Dog,German Shepherd Dog,Baby,Male,Medium,Tom and his siblings will be at a Bad Weather Brewing Meet and Greet (no onsite adoptions) Sunday July 23...,Tom
65514374,Dog,Chihuahua,Baby,Female,Small,"DOB May 15.  Super playful and spunky.  Loves to be held and run around the house.

WE ONLY ADOPT LOCALLY...",Bitsy
65514362,Dog,German Shorthaired Pointer,Young,Female,Medium,"Makenzie is a great loving loyal dog, who will be 2 in September. She does jump, but that is something...",Makenzie
65514360,Dog,Cocker Spaniel,Young,Female,Small,"YOUR NEXT STEP: FILL OUT AN APPLICATION!
DO NOT CALL OR TEXT OR EMAIL! 

Fill out an application below:
https://form.jotform.com/whiterockdogrescue/adoption-application...",Bali
65514358,Dog,Chihuahua,Baby,Female,Small,"DOB May 15.  Super playful and spunky.  Loves to be held and run around the house.

WE ONLY ADOPT LOCALLY...",Itsy
65514356,Dog,Coonhound,Adult,Male,Medium,,Chris
65514345,Dog,Rottweiler,Young,Male,Extra Large,"Meet Tyson 
We pulled him out of the Town of Hemstead Shelter in Long Island.
Tyson is between 2 and...",Tyson
65514339,Dog,German Shepherd Dog,Adult,Male,Medium,"&amp;#39;Upper Peninsula Animal Wefare Shelter&amp;#39;
(formerly Marquette County Humane Society)
Staff believe i would be ok to live with:
Respectful...",Bailey
65514333,Dog,Australian Cattle Dog / Blue Heeler,Adult,Male,Medium,"COURTESY POST: If you are interested in Melvin, please email cox_ann@bellsouth.net directly

I may be biased, but I just don&#039;t...",Melvin Douglas
65514329,Dog,Bull Terrier,Young,Female,Medium,I am just too happy. All the time!  Every day is a new day full of love and fun and...,Maddie
65514331,Dog,Irish Wolfhound,Young,Male,Large,"Hi, My name is Willy &amp;amp; I am 1 year old today! I am looking for a home where someone...",Willy
65514328,Dog,Chihuahua,Senior,Female,Small,Meet Mona! Mona is an adorable 10-year-old chihuahua mix who was found on the streets of Phoenix and soon made...,Mona 
65514330,Dog,Chihuahua,Adult,Female,Small,"Meet Our Newest Shelter Resident Blossom!

While we&amp;#39;re still getting to know this adorable pup, we can already tell they...",Blossom
65514311,Dog,Terrier,Young,Female,Medium,,Rona
65514312,Dog,Terrier,Adult,Female,Medium,"Sweden immediately became a volunteer favorite after entering CARE with a very severe upper respiratory infection. During that time, she...",Sweden
65514307,Dog,Pit Bull Terrier,Adult,Female,Medium,Daisy is a brown brindle and white female Pit Bull Terrier mix. She is approximately 3 years old. She weighs...,Daisy
65514299,Dog,Chihuahua,Young,Male,Small,Sweet little Beignet is a 7 month old chihuahua who desperately wants to find a home to call his own!...,Beignet
65514298,Dog,Schnauzer,Young,Female,Small,"If interested please email ladapawsrescue@gmail.com.

NO PHONE CALLS-they will tell you to email.

or fill out an application at the...",Sunny
65514297,Dog,Schnauzer,Young,Female,Small,"If interested please email ladapawsrescue@gmail.com.

NO PHONE CALLS-they will tell you to email.

or fill out an application at the...",Shanny
65514294,Dog,Mixed Breed,Adult,Male,Extra Large,,Cowboy
65514293,Dog,Pit Bull Terrier,Adult,Female,Medium,,Tortilla
65514296,Dog,Pit Bull Terrier,Adult,Male,Medium,,Cadet
65514295,Dog,Labrador Retriever,Adult,Female,Medium,,Ellie
65514292,Dog,Dachshund,Adult,Male,Small,"Benson is a tiny boy-an 8lb dachshund who is 7 years old. Benson came to LPDR originally in 2019, when...",Benson2
65514233,Dog,Pit Bull Terrier,Adult,Female,Medium,"Sadie is a VERY sweet girl, about 4 years old and 41 lbs. She found herself in a kill shelter,...",Sadie Barnwell
65514223,Dog,Cocker Spaniel,Young,Female,Small,"YOUR NEXT STEP: FILL OUT AN APPLICATION!
DO NOT CALL OR TEXT OR EMAIL! 

Fill out an application below:
https://form.jotform.com/whiterockdogrescue/adoption-application...",Lacy
65514227,Dog,Pit Bull Terrier,Adult,Female,Large,,53785144
65514230,Dog,Husky,Adult,Male,Large,,53784528
65514222,Dog,Pit Bull Terrier,Adult,Male,Medium,"Hi, my name is Flex!
I enjoy relaxed atmospheres and am pretty good with calm play mates! I can come...",Flex
65514220,Dog,Pit Bull Terrier,Young,Female,Medium,Meet Diamond! This beautiful gem is ready to find a family ready to commit to her and receive all the...,Diamond
65514221,Dog,Chihuahua,Senior,Female,Small,Meet Peaches! This girl is as sweet and fuzzy as the fruit. If you are looking to pick the perfect...,Peaches
65514219,Dog,American Staffordshire Terrier,Adult,Female,Large,"Moana has finished her motherly duties and is now ready to embark on a journey of peace and relaxation. 

Reason...",Moana
65514216,Dog,Pit Bull Terrier,Adult,Female,Large,"Hannah walks great on leash and loves being outside playing with toys! She loves squeaky toys. She is energetic, but...",Hannah
65514210,Dog,Mixed Breed,Young,Male,Large,"Meet Creed! Creed has previously lived in a home and this is what we learned-Energetic, fun-loving, and cat friendly! Creed...",Creed
65514201,Dog,Mixed Breed,Adult,Male,Large,Looking for a large dog? Meet Ozzy! This handsome dog is an energetic dog looking for his forever home. He...,Ozzy
65514211,Dog,Mixed Breed,Adult,Female,Large,"Meet Bella! This stunning dog is a new arrival to us, and we are just getting to know her. However,...",Bella
65514195,Dog,Hound,Baby,Male,Small,*Rebel and his eight siblings were left to fend for themselves. PetsFurPeople were lucky enough to be able to give...,Rebel-3318
65514180,Dog,Shepherd,Baby,Female,Medium,,Sharkira
65514186,Dog,Siberian Husky,Young,Male,Large,"Cole was born to our beautiful girl, Tilley in December 2019. He has grown into a giant, lovable teddy bear...",Cole
65514193,Dog,Boxer,Senior,Female,Large,Tango has been with us since July of 2017 when she was found lost and confused after the 4th of...,Tango
65514188,Dog,Australian Cattle Dog / Blue Heeler,Young,Female,Medium,Dolly came to us on a cold rainy day within 24 hours of giving birth to 6 daughters. She was...,Dolly
65514189,Dog,American Staffordshire Terrier,Adult,Male,Medium,Hemi was found lying down exhausted by the side of the road in January 2021. He had a string cinched...,Hemi
65514191,Dog,Border Collie,Young,Female,Medium,Camy is a Border Collie/Husky Mix. She came to us through a Good Samaritan who found her left in a...,Camy
65514187,Dog,Pit Bull Terrier,Young,Female,Medium,"Mable is a tough but adorable little beauty, ready for anything. You name it, she is all in. She loves...",Mabel
65514184,Dog,American Staffordshire Terrier,Young,Male,Large,Adonis is the definition of a gentle giant. He may look tough and buff but he secretly loves to cuddle...,Adonis
65514152,Dog,German Shepherd Dog,Adult,Female,Medium,Bonnie is a GORGEOUS husky/shepherd mix. She was surrendered with Clyde by her owners due to unfortunate circumstances beyond their...,Bonnie
65514185,Dog,Chihuahua,Young,Male,Small,Barkley is a sweet fun-loving little guy looking for a home of his own. He will leap right into your...,Barkley
65514176,Dog,Labrador Retriever,Adult,Female,Large,"Sadie is a happy, easy-going Lab/Sharpei mix. She absolutely adores people. She enjoys hanging out, napping, playing for a bit,...",Sadie
65514168,Dog,Siberian Husky,Young,Male,Large,"Clyde is VERY handsome Husky, surrendered with Bonnie by his owners due unforeseen and unfortunate circumstances. He is full of...",Clyde
65514156,Dog,German Shepherd Dog,Young,Male,Medium,"Wally was abandoned at Walmart, hence his name . He is an easy going guy up for any activities or...",Wally
65514177,Dog,American Staffordshire Terrier,Adult,Male,Extra Large,"Spot is a whole LOT of dog to love! He is a giant teddy bear, brimming over with adorableness and...",Spot
65514153,Dog,Anatolian Shepherd,Adult,Female,Medium,Hannah is a stunning Anatolian Shepherd/Lab mix. She was found as a stray so we have no clue what this...,Hannah
65514178,Dog,American Staffordshire Terrier,Adult,Male,Large,"Newbie is a charming, approximately 6 year old, American Pitbull Terrier mix. He is a goofy guy with loads of...",Newbie
65514161,Dog,American Staffordshire Terrier,Adult,Female,Large,"Ronnie is a darling lady that was found as a stray with Sammy, who is, literally, the only dog she...",Ronnie
65514163,Dog,English Bulldog,Adult,Male,Large,"Oliver was found in the orchards near Arvin, injured and emaciated with a throat full of foxtails. He was initially...",Oliver
65514172,Dog,German Shepherd Dog,Young,Male,Medium,"Elvis had a rough start in life as a stray, chased away from food by other dogs. He takes a...",Elvis
65514181,Dog,Pit Bull Terrier,Young,Female,Small,"Bertha is a sweet, quiet gentle little pup. She is timid at first but bonds quickly and loves to be...",Bertha
65514167,Dog,Siberian Husky,Adult,Female,Medium,Please visit our website www.luckysanimalrescue.com to learn more about this amazing pet and to see other available dogs.,Kira
65514170,Dog,German Shepherd Dog,Adult,Female,Medium,Miracle was fittingly named after her rescue on Christmas Day. She was spotted clinging to brush in the middle of...,Miracle
65514159,Dog,American Staffordshire Terrier,Adult,Female,Medium,"Stormy is a lively little girl, approximately 3 years old and full of vibrant energy. An active lifestyle is a...",Stormy
65514162,Dog,Border Collie,Young,Male,Medium,"Thor is the third pup from Camy&amp;#39;s litter that has been returned to us. Absolutely no fault of his own,...",Thor
65514165,Dog,Australian Cattle Dog / Blue Heeler,Young,Female,Medium,"Reba is one of Dolly&amp;#39;s pups, born in December 2022. She is social with people and gets along well with...",Reba
65514151,Dog,American Staffordshire Terrier,Adult,Female,Medium,"We got an email back in August, 2021 asking if we could rescue a sweet dog that had been dumped...",Bristol
65514160,Dog,Rottweiler,Adult,Male,Extra Large,Sire is a 7-8 year old Rottweiler. We believe he was used for breeding most of his life and then...,Sire
65514158,Dog,Pit Bull Terrier,Young,Female,Medium,Winnie is a Pit Bull Terrier mix that was surrendered to us by her owners. They were unable to care...,Winnie
65514164,Dog,Australian Cattle Dog / Blue Heeler,Young,Male,Medium,Valentino was found on Valentine&amp;#39;s Day and lives up to his name. The female dogs just get a little silly...,Valentino
65514179,Dog,Pit Bull Terrier,Young,Female,Small,Please visit our website www.luckysanimalrescue.com to learn more about this amazing pet and to see other available dogs.,Hazel
65514155,Dog,Pit Bull Terrier,Young,Female,Small,Please visit our website www.luckysanimalrescue.com to learn more about this amazing pet and to see other available dogs.,Grace
65514157,Dog,American Staffordshire Terrier,Adult,Female,Medium,More info coming soon! Please visit our website www.luckysanimalrescue.com to learn more about this amazing pet and to see other...,Piglet
65514183,Dog,American Staffordshire Terrier,Adult,Female,Large,"Rowdy is an older lady, perfect for any occasion. She is just as happy chilling on the couch as she...",Rowdy
65514154,Dog,American Staffordshire Terrier,Senior,Female,Medium,"Trixie is a super sweet, approximately 8 year old American Pitbull Terrier/Lab mix. Her smile can melt the toughest of...",Trixie
65514166,Dog,Chihuahua,Young,Male,Medium,"Wyatt is a sweet, lovable and energetic, 10 month old, male, chihuahua mix. Just like his Mom and siblings, he...",Wyatt
65514150,Dog,Boxer,Adult,Female,Medium,"Apricot is on mandatory stray hold until the end of business 7/01/23. If you believe that this is your dog,...",Nellie Apricot
65514146,Dog,German Shepherd Dog,Young,Male,Large,,Swish
65514140,Dog,Retriever,Baby,Male,Medium,"I am being treated for possible Ringworm due to hair loss on my back. Although it has not been confirmed,...",Smarties
65514138,Dog,Pit Bull Terrier,Young,Male,Large,,Tiger
65514130,Dog,Greater Swiss Mountain Dog,Senior,Male,Medium,"Bob
Greater Swiss Mountain Dog mix
10 years
Neutered male
Stray-my owners know I&amp;#39;m here but never came to get...",Bob *ADOPTION FEE SPONSORED*
65514121,Dog,American Staffordshire Terrier,Baby,Male,Large,"Meet Brittany, Benedic, Blu, Boba, Beatrice, Buckley, &amp;amp; Brutus. They celebrated their freedom early in life when they and their...",Brutus
65514122,Dog,American Staffordshire Terrier,Baby,Female,Large,"Meet Brittany, Benedic, Blu, Boba, Beatrice, Buckley, &amp;amp; Brutus. They celebrated their freedom early in life when they and their...",Brittany
65514119,Dog,American Staffordshire Terrier,Baby,Male,Large,"Meet Brittany, Benedic, Blu, Boba, Beatrice, Buckley, &amp;amp; Brutus. They celebrated their freedom early in life when they and their...",Benedic
65514120,Dog,American Staffordshire Terrier,Baby,Female,Large,"Meet Brittany, Benedic, Blu, Boba, Beatrice, Buckley, &amp;amp; Brutus. They celebrated their freedom early in life when they and their...",Beatrice
65514118,Dog,American Staffordshire Terrier,Baby,Male,Large,"Meet Brittany, Benedic, Blu, Boba, Beatrice, Buckley, &amp;amp; Brutus. They celebrated their freedom early in life when they and their...",Blu
65514116,Dog,American Staffordshire Terrier,Baby,Female,Large,"Meet Brittany, Benedic, Blu, Boba, Beatrice, Buckley, &amp;amp; Brutus. They celebrated their freedom early in life when they and their...",Boba
65514117,Dog,American Staffordshire Terrier,Baby,Male,Large,"Meet Brittany, Benedic, Blu, Boba, Beatrice, Buckley, &amp;amp; Brutus. They celebrated their freedom early in life when they and their...",Buckley
65514102,Dog,Pit Bull Terrier,Adult,Female,Medium,Meet Canela! Canela came into our care due to landlord issues. We are still learning more about Canela and working...,Canela
65514104,Dog,Mixed Breed,Young,Male,Large,"Say hello to Fitz! Staff is still getting to know him so check back soon for more information. Better yet,...",Fitz
65514097,Dog,Pit Bull Terrier,Adult,Male,Large,Greetings from Pumbaa! This sweet boy is as loving as can be and he is so excited to find his...,Pumbaa
65514095,Dog,Parson Russell Terrier,Adult,Male,Small,,Matthew
65514094,Dog,Mixed Breed,Adult,Male,Large,,Inferno
65514086,Dog,Labrador Retriever,Adult,Female,Extra Large,,Bella
65514085,Dog,Poodle,Adult,Male,Small,,Woody
65514082,Dog,Mixed Breed,Senior,Female,Large,"Likes:
Taking it easy and enjoying my golden years
Food!! Maybe a bit too much...
Chilling and relaxing with my...",Meesha
